C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_202.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_202.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_202.jpg, 0, 0, 0, 1.458343
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_307.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_307.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_307.jpg, 0, 0, 0, 1.44194
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_414.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_414.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_414.jpg, 0, 0, 0, 1.425702
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_518.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_518.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_518.jpg, 0, 0, 0, 1.409627
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_619.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_619.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_619.jpg, 0, 0, 0, 1.39055
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_720.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_720.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_720.jpg, 0, 0, 0, 1.374827
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_825.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_825.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_825.jpg, 0, 0, 0, 1.359262
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_01_936.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_01_936.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_01_936.jpg, 0, 0, 0, 1.343854
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_039.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_039.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_039.jpg, 0, 0, 0, 1.325568
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_141.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_141.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_141.jpg, 0, 0, 0, 1.310498
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_244.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_244.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_244.jpg, 0, 0, 0, 1.295579
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_344.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_344.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_344.jpg, 0, 0, 0, 1.28081
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_452.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_452.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_452.jpg, 0, 0, 0, 1.266189
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_562.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_562.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_562.jpg, 0, 0, 0, 1.248837
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_667.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_667.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_667.jpg, 0, 0, 0, 1.234537
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_769.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_769.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_769.jpg, 0, 0.06130031, 0, 1.232579
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_871.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_871.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_871.jpg, 0, 0.3700498, 0, 1.566883
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_02_973.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_02_973.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_02_973.jpg, 0, 0.6530893, 0, 2.336313
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_03_074.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_03_074.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_03_074.jpg, 0, 0.9740844, 0, 3.419656
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_03_187.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_03_187.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_03_187.jpg, 0, 1, 0, 4.821363
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_03_290.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_03_290.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_03_290.jpg, 0, 1, 0, 5.977358
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_03_393.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_03_393.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_03_393.jpg, 0, 1, 0, 7.122188
C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\center_2019_01_13_09_46_03_495.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\left_2019_01_13_09_46_03_495.jpg, C:\Users\Leon Tham\Desktop\Machine Learning\Computer Vision\Self Driving Car\Data\IMG\right_2019_01_13_09_46_03_495.jpg, 0, 1, 0, 8.2559
